transaction_id,payment_time,payer_id,payee_id,payment_amount,payment_currency,payment_method,payment_purpose,vendor_id,payee_country,vendor_country,vendor_industry,approval_status,reject_reason
c1ed8b65-3544-435e-afb4-7866091be80b,41:32.3,COMP0093,PAYEE0443,1619.06,USD,ACH,Utilities,VEND0390,India,Canada,Healthcare,APPROVED,
34de5a80-9fb1-4278-b352-841fa3b9227c,37:32.3,COMP0050,PAYEE0288,1365.92,JPY,Check,Professional Development,VEND0028,India,USA,Shell Corporations,APPROVED,
2e5af642-313d-427c-8cdd-ab7cc2ce8587,40:32.3,COMP0004,PAYEE0374,1412.15,USD,Credit Card,Consulting Services,VEND0144,France,Canada,Offshore Banking,APPROVED,
3ac3286d-0332-483c-96fa-0a4c0481288a,40:32.3,COMP0059,PAYEE0059,983.63,JPY,Bank Transfer,Marketing Campaign,VEND0203,China,Japan,Manufacturing,APPROVED,
bead06cf-0e65-4bd6-bc0f-825f4e6d0618,00:32.3,COMP0002,PAYEE0066,199.32,CAD,Credit Card,Rent Payment,VEND0412,UK,Brazil,Online Gambling,APPROVED,
5a298932-c4bf-4d99-8c7e-7adb1b90a100,43:32.3,COMP0003,PAYEE0003,888.27,EUR,Wire,Unusual Transfer - Review Required,VEND0150,USA,USA,Finance,APPROVED,
8502e991-36cc-4a20-b443-0d91cf887c94,29:32.3,COMP0074,PAYEE0130,477.64,CAD,Check,Rent Payment,VEND0333,China,Australia,Online Gambling,APPROVED,
841ee3bc-6499-4236-82f7-61074e2d7795,41:32.3,COMP0042,PAYEE0482,1057.97,JPY,Wire,Cloud Hosting,VEND0494,Canada,UK,Education,APPROVED,
57e5ad48-f5cd-43bb-80d2-4688556ced87,33:32.3,COMP0042,PAYEE0153,1393.01,USD,Bank Transfer,Consulting Services,VEND0406,India,China,Precious Metals Trading,APPROVED,
1daa8469-68cd-4861-9f6f-67516ca8d7f4,22:32.3,COMP0030,PAYEE0208,1565.29,CAD,Credit Card,Professional Development,VEND0382,France,Canada,Art & Antiques Dealers,APPROVED,
6c22efd6-ef9d-46c2-a549-ee3c9759fd17,37:32.3,COMP0030,PAYEE0120,358.72,GBP,Wire,IT Support,VEND0333,China,Australia,Healthcare,APPROVED,
7f158e7d-a018-40c5-895d-24cc60a16039,50:32.3,COMP0024,PAYEE0342,1293.7,EUR,Credit Card,Consulting Services,VEND0363,Germany,China,Technology,APPROVED,
f535266e-5b65-4951-b103-91415d2820d0,16:32.3,COMP0021,PAYEE0167,529.6,JPY,Wire,Maintenance Services,VEND0109,China,USA,Real Estate,APPROVED,
d4ba6d07-91ee-477c-9730-104656094c60,34:32.3,COMP0004,PAYEE0225,1582.01,EUR,Credit Card,Utilities,VEND0145,USA,France,Technology,APPROVED,
9346625e-3966-40df-9e7c-f4a8334cf179,45:32.3,COMP0022,PAYEE0236,293.44,GBP,Bank Transfer,Marketing Campaign,VEND0478,Canada,USA,Shell Corporations,APPROVED,
d3fe477f-f7d6-42c1-8f7a-bbf1ad5220a5,09:32.3,COMP0029,PAYEE0465,1212.93,GBP,Check,Marketing Campaign,VEND0419,Germany,Canada,Manufacturing,APPROVED,
7a54ecf9-9e33-410c-9711-2a7420a9d4e6,35:32.3,COMP0013,PAYEE0296,1485.78,GBP,Credit Card,IT Support,VEND0111,Canada,Japan,Education,APPROVED,
72f94b59-cbf0-4235-b23b-033e55b20f5f,17:32.3,COMP0072,PAYEE0154,1237.5,GBP,Credit Card,Research & Development,VEND0345,UK,Canada,Offshore Banking,APPROVED,
458bb57d-0521-4a2f-8203-0433576877f5,15:32.3,COMP0035,PAYEE0433,1153.02,GBP,ACH,Utilities,VEND0474,Germany,France,Technology,APPROVED,
0a586672-c075-41ff-855d-9ba3fbb94dcd,56:32.3,COMP0054,PAYEE0265,129.56,GBP,Check,Travel Expenses,VEND0306,China,Canada,Precious Metals Trading,APPROVED,
eec24ed0-5ece-46a0-92e9-c29f6849b995,37:32.3,COMP0047,PAYEE0006,440.5,CAD,ACH,Travel Expenses,VEND0140,Japan,Japan,Finance,APPROVED,
5f00ac50-78d9-4b24-9664-861d1fe51a05,52:32.3,COMP0096,PAYEE0100,838.34,EUR,Wire,Office Supplies,VEND0148,Canada,Australia,Cannabis Industry,APPROVED,
f7dfab32-c403-4d9c-aa0e-adc1fbb9f8da,46:32.3,COMP0088,PAYEE0065,1143.77,GBP,ACH,Research & Development,VEND0469,Australia,Canada,Healthcare,APPROVED,
21b3a2f9-1c54-4ab0-8f03-f287ccedf70b,14:32.3,COMP0097,PAYEE0170,819.72,CAD,Credit Card,Utilities,VEND0047,China,USA,Finance,APPROVED,
93f24b2b-c07f-4139-97e6-337b929dd58d,52:32.3,COMP0093,PAYEE0404,453.63,GBP,Wire,Payroll,VEND0185,Japan,Japan,Precious Metals Trading,APPROVED,
3317d800-59e2-4a07-a3f4-b335bf9ef3af,37:32.3,COMP0032,PAYEE0194,1548.57,EUR,Check,Software License,VEND0171,China,Brazil,Shell Corporations,APPROVED,
263c3862-d5ab-4353-a017-35e799b6b96e,17:32.3,COMP0054,PAYEE0307,1725.74,JPY,ACH,Utilities,VEND0111,China,UK,Finance,APPROVED,
63a8d49a-5428-4701-9778-9188d7a6c457,42:32.3,COMP0047,PAYEE0213,1015.66,EUR,Wire,Payroll,VEND0204,Brazil,France,Finance,APPROVED,
41737cf8-136c-40c0-9b8c-4a4fb611a5c5,26:32.3,COMP0069,PAYEE0307,739.07,GBP,Check,Legal Fees,VEND0346,Canada,China,Education,APPROVED,
8765bffe-69be-4861-8e87-4c70a46edac2,11:32.3,COMP0029,PAYEE0242,1456.85,GBP,ACH,Travel Expenses,VEND0170,Australia,Germany,Energy,APPROVED,
5ec468c2-bc59-4938-a165-2bb297ae8465,23:32.3,COMP0017,PAYEE0319,281.77,USD,Bank Transfer,Legal Fees,VEND0160,Canada,Canada,Healthcare,APPROVED,
ee227eda-ff71-48e6-a526-21a24af1e424,56:32.3,COMP0005,PAYEE0072,1689.5,JPY,Bank Transfer,IT Support,VEND0034,Australia,Germany,Cryptocurrency Trading,APPROVED,
2b8f83d5-445e-4265-b748-db0e4fc9c82e,40:32.3,COMP0006,PAYEE0215,725.8,GBP,Wire,Office Supplies,VEND0399,France,China,Education,APPROVED,
e7689c9d-0329-4bd6-9212-cb59f35b48b6,53:32.3,COMP0039,PAYEE0003,1624.72,EUR,Credit Card,Research & Development,VEND0310,USA,India,Manufacturing,APPROVED,
10b011d0-67bc-4be7-963a-8e0a2325b433,31:32.3,COMP0008,PAYEE0130,1885.53,USD,ACH,Consulting Services,VEND0141,China,Australia,Education,APPROVED,
d17c5196-5f18-49cf-b2c8-525412cb534f,43:32.3,COMP0090,PAYEE0023,2008.51,GBP,Wire,Software License,VEND0424,UK,Japan,Real Estate,APPROVED,
837d031f-e8e5-435f-9710-3d9bad93f6ec,05:32.3,COMP0062,PAYEE0138,222.18,GBP,Credit Card,IT Support,VEND0160,Brazil,Canada,Technology,APPROVED,
9e3d109c-8a13-4c74-9a43-7bd8c1797196,22:32.3,COMP0027,PAYEE0338,733.5,EUR,Credit Card,Utilities,VEND0093,UK,Brazil,Cryptocurrency Trading,APPROVED,
727144a9-35bc-41fc-ac35-e0c50a1b6445,42:32.3,COMP0038,PAYEE0122,392.62,EUR,Check,IT Support,VEND0234,Japan,Japan,Education,APPROVED,
d4583669-f25b-4a37-a8f8-f9b8ccedb324,58:32.3,COMP0033,PAYEE0147,1407.39,EUR,Credit Card,Marketing Campaign,VEND0287,France,UK,Offshore Banking,APPROVED,
28f127bb-3bf8-474f-af2f-8a1e2feab0ff,18:32.3,COMP0034,PAYEE0425,291.72,USD,ACH,IT Support,VEND0105,India,USA,Healthcare,APPROVED,
14195a2e-da40-4ae4-b690-e24f2262e0f5,53:32.3,COMP0011,PAYEE0387,627.3,USD,ACH,Consulting Services,VEND0318,France,China,Adult Entertainment,APPROVED,
9fed1fcd-8c2f-4fec-991f-34ffc385dd0d,49:32.3,COMP0022,PAYEE0116,766.81,GBP,ACH,Travel Expenses,VEND0135,Germany,Brazil,Art & Antiques Dealers,APPROVED,
fb19151a-63dd-4cf2-b574-544909674219,40:32.3,COMP0008,PAYEE0487,2144.32,USD,Wire,Software License,VEND0290,Germany,France,Healthcare,APPROVED,
2fb8e63f-632c-4389-8018-fc97966f33ab,03:32.3,COMP0079,PAYEE0141,714.15,GBP,Wire,Payroll,VEND0214,Brazil,France,Shell Corporations,APPROVED,
aece3903-aa09-433d-b1b8-63b51eb4e890,59:32.3,COMP0053,PAYEE0493,764.39,USD,Bank Transfer,Consulting Services,VEND0201,China,Japan,Automotive,APPROVED,
70f44d72-4fcc-4773-9da7-96ad45a59c88,37:32.3,COMP0100,PAYEE0025,366.06,JPY,Bank Transfer,Travel Expenses,VEND0475,China,China,Logistics,APPROVED,
2fa6e918-b978-4bf1-b817-c5740816ef45,24:32.3,COMP0009,PAYEE0009,361.8,EUR,Check,Cloud Hosting,VEND0181,UK,Australia,Real Estate,APPROVED,
d34d1deb-20a0-4561-b8c7-c8d0dc1bf8dd,52:32.3,COMP0001,PAYEE0408,790.05,USD,Bank Transfer,Consulting Services,VEND0250,UK,USA,Automotive,APPROVED,
23e57b4a-fe13-4e10-bb0c-42032283ed6f,44:32.3,COMP0089,PAYEE0072,1532.55,EUR,ACH,IT Support,VEND0255,Australia,UK,Healthcare,APPROVED,
c76f78b4-372c-4562-8b01-5b92f7cfc673,55:32.3,COMP0067,PAYEE0143,1658.17,USD,ACH,IT Support,VEND0072,India,Australia,Real Estate,APPROVED,
a38c6af8-5350-45a2-8901-c15eaa7586ff,01:32.3,COMP0054,PAYEE0018,1347.86,JPY,Credit Card,Rent Payment,VEND0171,Brazil,China,Shell Corporations,APPROVED,
56c1f656-4a14-44d9-972d-685992917ce0,07:32.3,COMP0075,PAYEE0442,815.28,USD,Wire,Maintenance Services,VEND0058,Japan,Japan,Adult Entertainment,APPROVED,
235494c8-5e8f-4fe7-bcb6-4c8d8d09b0c0,47:32.3,COMP0079,PAYEE0002,369.58,USD,Credit Card,Maintenance Services,VEND0229,China,China,Logistics,APPROVED,
13fd7eab-ed64-4659-9792-87ced8159e79,14:32.3,COMP0010,PAYEE0135,205.85,JPY,ACH,Travel Expenses,VEND0348,Japan,USA,Art & Antiques Dealers,APPROVED,
397134ea-0add-4346-b04c-636234fa8965,27:32.3,COMP0099,PAYEE0247,750.28,EUR,Bank Transfer,Travel Expenses,VEND0352,China,Australia,Healthcare,APPROVED,
533ca287-1953-45a6-ad74-1a171a080d64,42:32.3,COMP0079,PAYEE0214,1126.79,EUR,ACH,Unusual Transfer - Review Required,VEND0239,France,Brazil,Energy,APPROVED,
459502eb-f7e0-46cd-923f-8f21d394de2c,07:32.3,COMP0091,PAYEE0447,1335.83,JPY,ACH,Research & Development,VEND0277,Canada,Germany,Shell Corporations,APPROVED,
9e4bae4a-1c21-4673-8707-aa24d5d7e00b,23:32.3,COMP0014,PAYEE0267,402.91,CAD,Bank Transfer,Professional Development,VEND0404,Germany,Japan,Logistics,APPROVED,
3dc85370-11c9-452d-8a5f-aae169a09a2e,49:32.3,COMP0075,PAYEE0426,1302.23,EUR,Wire,Office Supplies,VEND0107,Brazil,France,Automotive,APPROVED,
09810b5c-855f-4082-9bd1-f7d95df67474,18:32.3,COMP0042,PAYEE0033,1498.46,USD,Wire,Legal Fees,VEND0175,USA,Australia,Finance,APPROVED,
57966543-1b01-49d1-8209-98936d12342a,05:32.3,COMP0088,PAYEE0321,145.56,CAD,Bank Transfer,Professional Development,VEND0354,India,Germany,Real Estate,APPROVED,
4bfe945f-48e9-412e-8dde-f3ab03498d93,45:32.3,COMP0012,PAYEE0357,1111.5,GBP,ACH,Software License,VEND0452,Germany,USA,Finance,APPROVED,
8a0653f8-b995-446d-9290-1bc51fe116a2,25:32.3,COMP0073,PAYEE0348,338.23,JPY,ACH,Software License,VEND0130,UK,USA,Technology,APPROVED,
30d07e22-5097-462b-a770-4e01f33868dc,26:32.3,COMP0073,PAYEE0204,1156.89,GBP,Credit Card,Professional Development,VEND0365,Germany,Germany,Offshore Banking,APPROVED,
0f16794d-d160-4968-a107-696ee4443bca,02:32.3,COMP0033,PAYEE0050,806.09,GBP,Credit Card,Professional Development,VEND0180,UK,Germany,Logistics,APPROVED,
f7340e0b-95a1-4390-abb9-77a218da7faf,44:32.3,COMP0041,PAYEE0057,858.84,EUR,Bank Transfer,Consulting Services,VEND0334,USA,Japan,Adult Entertainment,APPROVED,
52bf5aa0-8226-4dc0-8702-fd6cc7cb7b8c,15:32.3,COMP0099,PAYEE0116,389.98,USD,Check,Payroll,VEND0103,Germany,Canada,Cannabis Industry,APPROVED,
d77ecde6-77eb-4aa4-b86a-c979a38e5c63,53:32.3,COMP0024,PAYEE0188,990.53,CAD,Check,Legal Fees,VEND0259,Japan,Japan,Cryptocurrency Trading,APPROVED,
65fb9eaf-9adf-4215-b875-430977ddf699,19:32.3,COMP0075,PAYEE0030,811.05,CAD,Credit Card,Professional Development,VEND0005,France,Canada,Healthcare,APPROVED,
3aeb5c7b-27cf-4ff3-abbd-f064a2f4e5bb,27:32.3,COMP0067,PAYEE0377,850.86,JPY,ACH,Professional Development,VEND0447,USA,Brazil,Retail,APPROVED,
74b1556c-53e0-49a9-b3fe-ea4806c9ef41,17:32.3,COMP0055,PAYEE0358,1092.75,CAD,Credit Card,Payroll,VEND0448,Australia,USA,Education,APPROVED,
369cbba9-e822-48a5-b059-7a0ce6535db4,56:32.3,COMP0034,PAYEE0077,1153.44,JPY,Bank Transfer,Cloud Hosting,VEND0312,China,Japan,Cryptocurrency Trading,APPROVED,
d55158d7-fba6-4726-b28f-13d3c7422b6f,26:32.3,COMP0027,PAYEE0342,881.91,EUR,ACH,Maintenance Services,VEND0350,Germany,Brazil,Art & Antiques Dealers,APPROVED,
b7adf94b-aadf-4ec1-941b-6a1fc7d66ec2,32:32.3,COMP0086,PAYEE0490,1528.78,JPY,ACH,Consulting Services,VEND0476,USA,Japan,Adult Entertainment,APPROVED,
c5083571-358a-4a44-8679-b977182f3816,14:32.3,COMP0041,PAYEE0448,1955.81,CAD,Wire,Payroll,VEND0134,China,Canada,Cryptocurrency Trading,APPROVED,
78be3d31-6896-4cd5-b985-041d40f27b5d,41:32.3,COMP0035,PAYEE0434,1572.96,CAD,Bank Transfer,Software License,VEND0206,Canada,France,Shell Corporations,APPROVED,
9167d0ed-ef9a-4db2-a706-5a89c692f050,35:32.3,COMP0076,PAYEE0039,123.73,CAD,Check,Office Supplies,VEND0227,UK,India,Adult Entertainment,APPROVED,
aedb720e-aeff-4e58-9016-b9f7c37375d9,35:32.3,COMP0040,PAYEE0312,1162.13,GBP,Bank Transfer,Marketing Campaign,VEND0337,UK,Germany,Real Estate,APPROVED,
09b24765-b90a-4a45-9e20-ceffa47729df,08:32.3,COMP0069,PAYEE0263,1050.39,JPY,Wire,Research & Development,VEND0098,Brazil,France,Shell Corporations,APPROVED,
c9f9d409-26f4-48bc-ab32-d8db39c601bb,26:32.3,COMP0054,PAYEE0448,1541.71,EUR,Bank Transfer,IT Support,VEND0397,UK,Germany,Technology,APPROVED,
4de20107-6e81-4013-a330-955fbb614284,03:32.3,COMP0097,PAYEE0168,223.7,CAD,Wire,IT Support,VEND0160,China,Australia,Logistics,APPROVED,
efae5e97-d4dd-444a-86c8-f80d6d1dbfd1,07:32.3,COMP0011,PAYEE0327,1019.37,CAD,Credit Card,Software License,VEND0049,India,Brazil,Cryptocurrency Trading,APPROVED,
fbca8e0b-65e3-4357-b9ff-e75c92e40eff,38:32.3,COMP0040,PAYEE0054,1161.26,GBP,ACH,Research & Development,VEND0452,USA,USA,Healthcare,APPROVED,
9708a237-4b5a-49c0-9747-ff7ddeb54329,39:32.3,COMP0098,PAYEE0090,897.34,USD,Wire,Rent Payment,VEND0391,USA,Japan,Adult Entertainment,APPROVED,
0ab28752-64f5-4210-b618-8d26f99d9f4d,50:32.3,COMP0013,PAYEE0461,459.8,JPY,ACH,Research & Development,VEND0438,Australia,Australia,Education,APPROVED,
0152e859-4e38-4410-9934-59af55e7cd85,37:32.3,COMP0001,PAYEE0432,1816.21,EUR,Credit Card,Utilities,VEND0423,China,Brazil,Shell Corporations,APPROVED,
7726289b-b3b4-4f12-9c3b-25b09237c328,23:32.3,COMP0023,PAYEE0424,1111.69,GBP,ACH,Office Supplies,VEND0200,Germany,India,Adult Entertainment,APPROVED,
eb7b9865-21c4-45de-aa4c-e18748b39572,48:32.3,COMP0010,PAYEE0077,595.18,GBP,Check,Marketing Campaign,VEND0436,China,Australia,Cannabis Industry,APPROVED,
f73634bd-e257-41a5-a895-78da5d0d57cb,45:32.3,COMP0026,PAYEE0121,954.26,GBP,Wire,Professional Development,VEND0101,India,Australia,Automotive,APPROVED,
b4da0586-05e5-48f9-a5f7-a8763c1a2998,59:32.3,COMP0002,PAYEE0422,296.91,JPY,Check,Office Supplies,VEND0294,Canada,UK,Arms Dealing,APPROVED,
969e6397-2504-41a2-90bb-e442ec6d4f71,11:32.3,COMP0009,PAYEE0298,1320.57,EUR,Bank Transfer,Payroll,VEND0238,Japan,France,Automotive,APPROVED,
e56c51fe-86e6-4515-a659-9e6715416584,40:32.3,COMP0002,PAYEE0356,988.73,JPY,Wire,Consulting Services,VEND0286,USA,India,Energy,APPROVED,
0ad5c65d-b26a-4a9b-a0d1-d8e99fe637de,57:32.3,COMP0058,PAYEE0449,1510.89,GBP,Credit Card,Maintenance Services,VEND0282,Germany,Australia,Education,APPROVED,
bf2aa43c-19ab-4d1c-a44e-1c8a1169aca9,20:32.3,COMP0013,PAYEE0020,370.17,JPY,Check,Marketing Campaign,VEND0320,UK,UK,Adult Entertainment,APPROVED,
31b1fddc-70a2-4422-82bf-ad48b3dbbb68,20:32.3,COMP0037,PAYEE0161,601.63,GBP,Bank Transfer,Software License,VEND0117,Germany,China,Cannabis Industry,APPROVED,
b35623f4-67c2-4e53-ab71-5dac002e8412,19:32.3,COMP0099,PAYEE0454,815.9,EUR,ACH,Professional Development,VEND0150,UK,USA,Precious Metals Trading,APPROVED,
029b981c-5b1d-4285-99cb-cf50f88540fb,43:32.3,COMP0030,PAYEE0089,966,CAD,Check,Maintenance Services,VEND0332,UK,USA,Energy,APPROVED,
0693869b-e8c4-4999-be70-cbbeb095da62,36:32.3,COMP0017,PAYEE0486,2354.25,CAD,Credit Card,Utilities,VEND0084,France,Brazil,Logistics,APPROVED,
0701d05e-6d70-4a70-aea8-e2e1c1e5a3b6,36:32.3,COMP0061,PAYEE0463,1365.31,GBP,ACH,Rent Payment,VEND0492,Germany,France,Arms Dealing,APPROVED,
8ea5b139-c06b-4289-9724-421cd04eff6f,05:32.3,COMP0095,PAYEE0454,437.51,GBP,Credit Card,Cloud Hosting,VEND0242,India,France,Retail,APPROVED,
959eb313-0b44-4455-ae7e-c7ba58f720bc,03:32.3,COMP0036,PAYEE0442,1554.12,EUR,Bank Transfer,Travel Expenses,VEND0461,Japan,USA,Precious Metals Trading,APPROVED,
95f86c56-a9bf-435b-8728-f0cfc983c0e5,16:32.3,COMP0035,PAYEE0180,923.31,CAD,Check,Office Supplies,VEND0286,China,India,Technology,APPROVED,
93a0595e-1aa0-4418-8e61-ee03ed5bb653,02:32.3,COMP0025,PAYEE0195,271.98,JPY,ACH,Maintenance Services,VEND0371,Japan,Brazil,Offshore Banking,APPROVED,
9cd358b2-38bd-4c05-adb7-a82323c55eff,15:32.3,COMP0049,PAYEE0300,1623.51,EUR,Check,Travel Expenses,VEND0282,France,India,Arms Dealing,APPROVED,
97a7d7cf-d9ee-4941-82a1-3eca39d565df,03:32.3,COMP0004,PAYEE0083,808.02,USD,Wire,Unusual Transfer - Review Required,VEND0013,Canada,USA,Shell Corporations,APPROVED,
3bf428b4-701f-4d4d-b51c-358107ed67f1,21:32.3,COMP0017,PAYEE0069,1449.62,JPY,Check,Consulting Services,VEND0070,USA,Australia,Arms Dealing,APPROVED,
6992e5f3-9815-4845-a54c-6c58c9ff9acc,01:32.3,COMP0063,PAYEE0370,1603.03,CAD,Wire,Payroll,VEND0048,Canada,Australia,Education,APPROVED,
d8042221-fa38-4401-8d07-117b960fa445,30:32.3,COMP0093,PAYEE0370,993.58,CAD,Bank Transfer,Office Supplies,VEND0237,Canada,Australia,Manufacturing,APPROVED,
a78d4b14-66f1-4784-8650-238bd1d1cca6,07:32.3,COMP0056,PAYEE0362,1314.62,GBP,Wire,Unusual Transfer - Review Required,VEND0298,Australia,France,Logistics,APPROVED,
ba683209-81fb-45a9-abba-070dce49fa61,55:32.3,COMP0011,PAYEE0028,465.69,EUR,Check,IT Support,VEND0411,USA,Canada,Education,APPROVED,
cbcdd9c7-2598-4dd0-a002-3e9bbf6d8f4f,53:32.3,COMP0096,PAYEE0301,965.67,GBP,Credit Card,Legal Fees,VEND0016,Brazil,USA,Cannabis Industry,APPROVED,
afdde622-e199-46cf-9ec4-5cddf7d4655b,03:32.3,COMP0026,PAYEE0040,1726.13,EUR,ACH,Cloud Hosting,VEND0081,Germany,UK,Real Estate,APPROVED,
87d400da-93a8-46f8-8f7a-52d4bdc96a18,13:32.3,COMP0027,PAYEE0490,888.24,EUR,Bank Transfer,Office Supplies,VEND0274,Australia,France,Technology,APPROVED,
62aea356-a9f6-422b-be81-6fc58cb2d3cf,04:32.3,COMP0019,PAYEE0234,842.02,GBP,ACH,Maintenance Services,VEND0089,USA,China,Arms Dealing,APPROVED,
282432cf-b345-4bdb-8e1d-a3e10ff53429,28:32.3,COMP0050,PAYEE0325,588.52,CAD,Wire,Unusual Transfer - Review Required,VEND0483,Brazil,Germany,Education,APPROVED,
2e845dd2-26d1-45f5-9c53-75ad72a1d187,14:32.3,COMP0084,PAYEE0232,1527.27,USD,ACH,Marketing Campaign,VEND0317,Brazil,Brazil,Logistics,APPROVED,
05950214-1e0b-40f2-bfa3-4ba4d49b1a91,01:32.3,COMP0020,PAYEE0302,1428.41,EUR,ACH,Utilities,VEND0205,Australia,Brazil,Automotive,APPROVED,
c5cdf61c-ed30-4afd-a5ad-bbd31c6023f2,17:32.3,COMP0058,PAYEE0215,1288.14,USD,Check,Cloud Hosting,VEND0441,France,Germany,Adult Entertainment,APPROVED,
39bbd0f2-d0c8-4d7f-84c0-584b9dec2c86,04:32.3,COMP0020,PAYEE0259,279.58,USD,ACH,Research & Development,VEND0031,Brazil,Australia,Online Gambling,APPROVED,
f5b09f51-6b3b-47a1-8053-b3225d8e6480,38:32.3,COMP0065,PAYEE0447,747.95,EUR,Check,Consulting Services,VEND0189,Canada,Canada,Education,APPROVED,
46b23b1c-db92-45c0-ae6c-727927e7bf4e,59:32.3,COMP0039,PAYEE0283,454.05,GBP,ACH,Software License,VEND0404,Brazil,Brazil,Shell Corporations,APPROVED,
e9966faa-f096-4547-a60e-4be310390c84,10:32.3,COMP0069,PAYEE0093,986.29,EUR,Bank Transfer,Marketing Campaign,VEND0467,China,China,Technology,APPROVED,
1a955218-4c86-4c0d-9922-ddd0a02ad8ec,23:32.3,COMP0049,PAYEE0422,695.79,GBP,Bank Transfer,Utilities,VEND0325,Canada,India,Energy,APPROVED,
b1159e45-73d4-4761-90cb-10c2264d8da3,12:32.3,COMP0004,PAYEE0448,583.58,EUR,Credit Card,Consulting Services,VEND0161,UK,Canada,Automotive,APPROVED,
249fb930-aedf-418c-ba99-7c19c0ad8a5b,10:32.3,COMP0003,PAYEE0126,585.25,USD,Credit Card,Rent Payment,VEND0173,Australia,Brazil,Education,APPROVED,
bb6f0641-31b8-4ba7-8eb0-69a3aaf5a489,05:32.3,COMP0036,PAYEE0218,1598.19,GBP,Credit Card,Maintenance Services,VEND0379,Canada,Canada,Arms Dealing,APPROVED,
31c8a728-3062-4dc7-86aa-a4a371ffba7e,30:32.3,COMP0052,PAYEE0289,1273.97,USD,Credit Card,Professional Development,VEND0312,UK,Japan,Adult Entertainment,APPROVED,
b0f73f35-79fb-495c-813f-b717fb4d1d19,13:32.3,COMP0023,PAYEE0236,250.14,JPY,Check,Marketing Campaign,VEND0166,Canada,Brazil,Manufacturing,APPROVED,
481a0c0e-3eca-45ab-806f-a424eb44aa0b,13:32.3,COMP0055,PAYEE0006,392.74,CAD,ACH,IT Support,VEND0140,Australia,Japan,Healthcare,APPROVED,
9f5843b8-341e-413a-97f6-a30f73370e48,39:32.3,COMP0038,PAYEE0049,197.63,GBP,ACH,Professional Development,VEND0495,Germany,Australia,Arms Dealing,APPROVED,
5fdd9241-78cc-4008-9e20-ab33d67c8d30,54:32.3,COMP0017,PAYEE0428,1733.65,JPY,Check,Legal Fees,VEND0142,China,Brazil,Shell Corporations,APPROVED,
6f7e83a1-bf2b-4cec-9f72-e68e29c30f32,51:32.3,COMP0094,PAYEE0476,855.42,GBP,Wire,Utilities,VEND0308,Canada,USA,Adult Entertainment,APPROVED,
d423ed69-e2d6-4d45-b910-2bebd731dfbd,10:32.3,COMP0082,PAYEE0418,516.22,CAD,ACH,Research & Development,VEND0094,Brazil,Germany,Logistics,APPROVED,
2bc515ba-3c9e-4678-9a98-08151afd3b8e,45:32.3,COMP0055,PAYEE0083,1876.38,CAD,Bank Transfer,Research & Development,VEND0188,Canada,Canada,Online Gambling,APPROVED,
9b44a758-605d-48b0-8259-162c43a22092,08:32.3,COMP0095,PAYEE0311,284.75,EUR,Check,Consulting Services,VEND0371,UK,China,Shell Corporations,APPROVED,
f52e357d-c96e-49ec-b3a2-3bee52ae6fc2,49:32.3,COMP0058,PAYEE0021,1134.39,EUR,Credit Card,Maintenance Services,VEND0448,UK,UK,Art & Antiques Dealers,APPROVED,
e605f492-5920-4644-a2fb-84f8ceb73162,56:32.3,COMP0084,PAYEE0035,680.63,USD,ACH,Travel Expenses,VEND0301,Japan,Australia,Retail,APPROVED,
6aa1b754-684f-4627-90b4-1053e14a270e,00:32.3,COMP0100,PAYEE0280,465.26,GBP,ACH,Office Supplies,VEND0152,France,Australia,Cryptocurrency Trading,APPROVED,
1226a906-1949-44aa-a059-017653b2348c,00:32.3,COMP0046,PAYEE0243,368.78,CAD,ACH,Office Supplies,VEND0278,Germany,Japan,Cryptocurrency Trading,APPROVED,
4cc31838-b305-4f1c-8d01-3cdfee0691c5,11:32.3,COMP0071,PAYEE0359,1079.64,USD,Credit Card,Travel Expenses,VEND0021,Japan,Australia,Automotive,APPROVED,
c22a3001-ede9-4c49-b916-782484ae1a6b,03:32.3,COMP0035,PAYEE0091,1879.91,GBP,Wire,Maintenance Services,VEND0218,Germany,France,Offshore Banking,APPROVED,
e96111e2-9fb6-4283-8931-4025f7019d16,59:32.3,COMP0052,PAYEE0027,783.82,EUR,Check,Maintenance Services,VEND0056,China,USA,Cryptocurrency Trading,APPROVED,
a9a2d0f3-2648-4493-8780-d00a0e30f809,11:32.3,COMP0005,PAYEE0401,869.47,GBP,ACH,Marketing Campaign,VEND0318,USA,Canada,Logistics,APPROVED,
222c96cf-6eaa-4ada-bd44-098f591f649b,26:32.3,COMP0025,PAYEE0447,1029.7,CAD,Wire,Travel Expenses,VEND0359,Canada,Japan,Healthcare,APPROVED,
4eaa366f-44e5-4892-87cc-94be664ff821,59:32.3,COMP0059,PAYEE0388,1270.06,EUR,Bank Transfer,Software License,VEND0383,France,India,Manufacturing,APPROVED,
5383b68c-7d30-4925-a7a4-0fbd118e665b,23:32.3,COMP0096,PAYEE0492,78.42,CAD,Bank Transfer,Research & Development,VEND0128,Germany,Australia,Cryptocurrency Trading,APPROVED,
e20ddb49-ce42-4c40-845f-2c4d47e85175,40:32.3,COMP0099,PAYEE0353,2367.41,USD,ACH,Consulting Services,VEND0009,India,Australia,Energy,APPROVED,
